number,Timings,season,round,raceName,date,circuit_id,circuit_name,circuit_location,circuit_country
1,"[{'driverId': 'piastri', 'position': '1', 'time': '1:38.344'}, {'driverId': 'norris', 'position': '2', 'time': '1:39.268'}, {'driverId': 'russell', 'position': '3', 'time': '1:40.282'}, {'driverId': 'hamilton', 'position': '4', 'time': '1:40.792'}, {'driverId': 'leclerc', 'position': '5', 'time': '1:41.763'}, {'driverId': 'max_verstappen', 'position': '6', 'time': '1:42.249'}, {'driverId': 'antonelli', 'position': '7', 'time': '1:43.008'}, {'driverId': 'tsunoda', 'position': '8', 'time': '1:43.656'}, {'driverId': 'hadjar', 'position': '9', 'time': '1:44.196'}, {'driverId': 'ocon', 'position': '10', 'time': '1:44.831'}, {'driverId': 'albon', 'position': '11', 'time': '1:45.273'}, {'driverId': 'alonso', 'position': '12', 'time': '1:45.761'}, {'driverId': 'gasly', 'position': '13', 'time': '1:46.040'}, {'driverId': 'stroll', 'position': '14', 'time': '1:46.646'}, {'driverId': 'sainz', 'position': '15', 'time': '1:47.312'}, {'driverId': 'bearman', 'position': '16', 'time': '1:47.687'}, {'driverId': 'doohan', 'position': '17', 'time': '1:47.904'}, {'driverId': 'lawson', 'position': '18', 'time': '1:48.928'}, {'driverId': 'hulkenberg', 'position': '19', 'time': '1:49.895'}, {'driverId': 'bortoleto', 'position': '20', 'time': '2:03.657'}]",2025,2,Chinese Grand Prix,2025-03-23,shanghai,Shanghai International Circuit,Shanghai,China
2,"[{'driverId': 'piastri', 'position': '1', 'time': '1:37.551'}, {'driverId': 'norris', 'position': '2', 'time': '1:37.713'}, {'driverId': 'russell', 'position': '3', 'time': '1:37.463'}, {'driverId': 'hamilton', 'position': '4', 'time': '1:38.172'}, {'driverId': 'leclerc', 'position': '5', 'time': '1:38.184'}, {'driverId': 'max_verstappen', 'position': '6', 'time': '1:38.304'}, {'driverId': 'antonelli', 'position': '7', 'time': '1:38.347'}, {'driverId': 'tsunoda', 'position': '8', 'time': '1:38.748'}, {'driverId': 'hadjar', 'position': '9', 'time': '1:39.261'}, {'driverId': 'ocon', 'position': '10', 'time': '1:39.106'}]",2025,2,Chinese Grand Prix,2025-03-23,shanghai,Shanghai International Circuit,Shanghai,China
1,"[{'driverId': 'max_verstappen', 'position': '1', 'time': '1:34.725'}, {'driverId': 'norris', 'position': '2', 'time': '1:35.761'}, {'driverId': 'piastri', 'position': '3', 'time': '1:36.482'}, {'driverId': 'leclerc', 'position': '4', 'time': '1:37.371'}, {'driverId': 'russell', 'position': '5', 'time': '1:37.985'}, {'driverId': 'antonelli', 'position': '6', 'time': '1:38.965'}, {'driverId': 'hadjar', 'position': '7', 'time': '1:39.924'}, {'driverId': 'hamilton', 'position': '8', 'time': '1:40.279'}, {'driverId': 'albon', 'position': '9', 'time': '1:40.786'}, {'driverId': 'bearman', 'position': '10', 'time': '1:41.275'}, {'driverId': 'alonso', 'position': '11', 'time': '1:42.048'}, {'driverId': 'gasly', 'position': '12', 'time': '1:42.427'}, {'driverId': 'tsunoda', 'position': '13', 'time': '1:42.862'}, {'driverId': 'lawson', 'position': '14', 'time': '1:43.463'}, {'driverId': 'hulkenberg', 'position': '15', 'time': '1:43.858'}, {'driverId': 'sainz', 'position': '16', 'time': '1:44.206'}, {'driverId': 'ocon', 'position': '17', 'time': '1:44.763'}, {'driverId': 'doohan', 'position': '18', 'time': '1:45.302'}, {'driverId': 'stroll', 'position': '19', 'time': '1:46.103'}, {'driverId': 'bortoleto', 'position': '20', 'time': '1:46.890'}]",2025,3,Japanese Grand Prix,2025-04-06,suzuka,Suzuka Circuit,Suzuka,Japan
2,"[{'driverId': 'max_verstappen', 'position': '1', 'time': '1:33.943'}, {'driverId': 'norris', 'position': '2', 'time': '1:33.947'}, {'driverId': 'piastri', 'position': '3', 'time': '1:34.084'}, {'driverId': 'leclerc', 'position': '4', 'time': '1:34.121'}, {'driverId': 'russell', 'position': '5', 'time': '1:34.191'}, {'driverId': 'antonelli', 'position': '6', 'time': '1:34.531'}, {'driverId': 'hadjar', 'position': '7', 'time': '1:34.750'}, {'driverId': 'hamilton', 'position': '8', 'time': '1:35.275'}, {'driverId': 'albon', 'position': '9', 'time': '1:35.445'}, {'driverId': 'bearman', 'position': '10', 'time': '1:35.553'}]",2025,3,Japanese Grand Prix,2025-04-06,suzuka,Suzuka Circuit,Suzuka,Japan
1,"[{'driverId': 'piastri', 'position': '1', 'time': '1:38.693'}, {'driverId': 'russell', 'position': '2', 'time': '1:39.582'}, {'driverId': 'norris', 'position': '3', 'time': '1:40.424'}, {'driverId': 'leclerc', 'position': '4', 'time': '1:41.332'}, {'driverId': 'gasly', 'position': '5', 'time': '1:42.050'}, {'driverId': 'sainz', 'position': '6', 'time': '1:42.770'}, {'driverId': 'antonelli', 'position': '7', 'time': '1:43.363'}, {'driverId': 'max_verstappen', 'position': '8', 'time': '1:43.877'}, {'driverId': 'hamilton', 'position': '9', 'time': '1:44.568'}, {'driverId': 'tsunoda', 'position': '10', 'time': '1:44.935'}, {'driverId': 'doohan', 'position': '11', 'time': '1:45.172'}, {'driverId': 'alonso', 'position': '12', 'time': '1:45.786'}, {'driverId': 'ocon', 'position': '13', 'time': '1:46.156'}, {'driverId': 'albon', 'position': '14', 'time': '1:46.629'}, {'driverId': 'bearman', 'position': '15', 'time': '1:46.874'}, {'driverId': 'hadjar', 'position': '16', 'time': '1:48.113'}, {'driverId': 'lawson', 'position': '17', 'time': '1:48.467'}, {'driverId': 'stroll', 'position': '18', 'time': '1:48.838'}, {'driverId': 'bortoleto', 'position': '19', 'time': '1:49.307'}, {'driverId': 'hulkenberg', 'position': '20', 'time': '1:49.482'}]",2025,4,Bahrain Grand Prix,2025-04-13,bahrain,Bahrain International Circuit,Sakhir,Bahrain
2,"[{'driverId': 'piastri', 'position': '1', 'time': '1:37.492'}, {'driverId': 'russell', 'position': '2', 'time': '1:37.817'}, {'driverId': 'norris', 'position': '3', 'time': '1:37.910'}, {'driverId': 'leclerc', 'position': '4', 'time': '1:38.048'}, {'driverId': 'gasly', 'position': '5', 'time': '1:38.064'}, {'driverId': 'sainz', 'position': '6', 'time': '1:38.185'}, {'driverId': 'antonelli', 'position': '7', 'time': '1:38.187'}, {'driverId': 'max_verstappen', 'position': '8', 'time': '1:38.403'}, {'driverId': 'hamilton', 'position': '9', 'time': '1:38.566'}, {'driverId': 'tsunoda', 'position': '10', 'time': '1:38.959'}]",2025,4,Bahrain Grand Prix,2025-04-13,bahrain,Bahrain International Circuit,Sakhir,Bahrain
1,"[{'driverId': 'max_verstappen', 'position': '1', 'time': '2:03.217'}, {'driverId': 'piastri', 'position': '2', 'time': '2:04.986'}, {'driverId': 'russell', 'position': '3', 'time': '2:07.151'}, {'driverId': 'leclerc', 'position': '4', 'time': '2:07.865'}, {'driverId': 'antonelli', 'position': '5', 'time': '2:09.232'}, {'driverId': 'hamilton', 'position': '6', 'time': '2:12.474'}, {'driverId': 'sainz', 'position': '7', 'time': '2:13.455'}, {'driverId': 'norris', 'position': '8', 'time': '2:16.024'}, {'driverId': 'albon', 'position': '9', 'time': '2:17.291'}, {'driverId': 'alonso', 'position': '10', 'time': '2:18.128'}, {'driverId': 'hadjar', 'position': '11', 'time': '2:21.020'}, {'driverId': 'lawson', 'position': '12', 'time': '2:23.086'}, {'driverId': 'bearman', 'position': '13', 'time': '2:24.140'}, {'driverId': 'stroll', 'position': '14', 'time': '2:25.831'}, {'driverId': 'hulkenberg', 'position': '15', 'time': '2:27.149'}, {'driverId': 'doohan', 'position': '16', 'time': '2:28.383'}, {'driverId': 'ocon', 'position': '17', 'time': '2:29.408'}, {'driverId': 'bortoleto', 'position': '18', 'time': '2:29.952'}, {'driverId': 'tsunoda', 'position': '19', 'time': '2:45.662'}]",2025,5,Saudi Arabian Grand Prix,2025-04-20,jeddah,Jeddah Corniche Circuit,Jeddah,Saudi Arabia
2,"[{'driverId': 'max_verstappen', 'position': '1', 'time': '2:44.900'}, {'driverId': 'piastri', 'position': '2', 'time': '2:44.068'}, {'driverId': 'russell', 'position': '3', 'time': '2:43.750'}, {'driverId': 'leclerc', 'position': '4', 'time': '2:44.726'}, {'driverId': 'antonelli', 'position': '5', 'time': '2:44.553'}, {'driverId': 'hamilton', 'position': '6', 'time': '2:43.542'}, {'driverId': 'sainz', 'position': '7', 'time': '2:43.384'}, {'driverId': 'norris', 'position': '8', 'time': '2:42.594'}, {'driverId': 'albon', 'position': '9', 'time': '2:42.341'}, {'driverId': 'alonso', 'position': '10', 'time': '2:43.296'}, {'driverId': 'hadjar', 'position': '11', 'time': '2:41.811'}]",2025,5,Saudi Arabian Grand Prix,2025-04-20,jeddah,Jeddah Corniche Circuit,Jeddah,Saudi Arabia
1,"[{'driverId': 'max_verstappen', 'position': '1', 'time': '1:35.669'}, {'driverId': 'antonelli', 'position': '2', 'time': '1:36.850'}, {'driverId': 'piastri', 'position': '3', 'time': '1:37.135'}, {'driverId': 'russell', 'position': '4', 'time': '1:38.178'}, {'driverId': 'albon', 'position': '5', 'time': '1:38.782'}, {'driverId': 'norris', 'position': '6', 'time': '1:39.277'}, {'driverId': 'sainz', 'position': '7', 'time': '1:39.731'}, {'driverId': 'leclerc', 'position': '8', 'time': '1:40.561'}, {'driverId': 'tsunoda', 'position': '9', 'time': '1:41.207'}, {'driverId': 'ocon', 'position': '10', 'time': '1:41.555'}, {'driverId': 'hadjar', 'position': '11', 'time': '1:42.125'}, {'driverId': 'hamilton', 'position': '12', 'time': '1:42.517'}, {'driverId': 'bortoleto', 'position': '13', 'time': '1:43.084'}, {'driverId': 'hulkenberg', 'position': '14', 'time': '1:43.306'}, {'driverId': 'stroll', 'position': '15', 'time': '1:43.734'}, {'driverId': 'bearman', 'position': '16', 'time': '1:44.650'}, {'driverId': 'alonso', 'position': '17', 'time': '1:44.913'}, {'driverId': 'gasly', 'position': '18', 'time': '1:45.474'}, {'driverId': 'lawson', 'position': '19', 'time': '1:55.964'}]",2025,6,Miami Grand Prix,2025-05-04,miami,Miami International Autodrome,Miami,USA
2,"[{'driverId': 'max_verstappen', 'position': '1', 'time': '1:51.128'}, {'driverId': 'antonelli', 'position': '2', 'time': '1:52.276'}, {'driverId': 'piastri', 'position': '3', 'time': '1:52.677'}, {'driverId': 'russell', 'position': '4', 'time': '1:52.831'}, {'driverId': 'albon', 'position': '5', 'time': '1:53.640'}, {'driverId': 'norris', 'position': '6', 'time': '1:55.086'}, {'driverId': 'sainz', 'position': '7', 'time': '1:55.407'}, {'driverId': 'leclerc', 'position': '8', 'time': '1:56.383'}, {'driverId': 'tsunoda', 'position': '9', 'time': '1:56.508'}, {'driverId': 'ocon', 'position': '10', 'time': '1:57.623'}, {'driverId': 'hadjar', 'position': '11', 'time': '1:59.426'}]",2025,6,Miami Grand Prix,2025-05-04,miami,Miami International Autodrome,Miami,USA
1,"[{'driverId': 'max_verstappen', 'position': '1', 'time': '1:22.992'}, {'driverId': 'piastri', 'position': '2', 'time': '1:23.966'}, {'driverId': 'russell', 'position': '3', 'time': '1:24.968'}, {'driverId': 'norris', 'position': '4', 'time': '1:25.806'}, {'driverId': 'alonso', 'position': '5', 'time': '1:26.360'}, {'driverId': 'sainz', 'position': '6', 'time': '1:26.933'}, {'driverId': 'albon', 'position': '7', 'time': '1:27.403'}, {'driverId': 'stroll', 'position': '8', 'time': '1:27.757'}, {'driverId': 'gasly', 'position': '9', 'time': '1:28.236'}, {'driverId': 'leclerc', 'position': '10', 'time': '1:28.571'}, {'driverId': 'hadjar', 'position': '11', 'time': '1:29.045'}, {'driverId': 'antonelli', 'position': '12', 'time': '1:29.534'}, {'driverId': 'hamilton', 'position': '13', 'time': '1:29.981'}, {'driverId': 'bortoleto', 'position': '14', 'time': '1:30.416'}, {'driverId': 'lawson', 'position': '15', 'time': '1:30.945'}, {'driverId': 'hulkenberg', 'position': '16', 'time': '1:31.936'}, {'driverId': 'colapinto', 'position': '17', 'time': '1:32.370'}, {'driverId': 'bearman', 'position': '18', 'time': '1:33.051'}, {'driverId': 'tsunoda', 'position': '19', 'time': '1:35.056'}, {'driverId': 'ocon', 'position': '20', 'time': '1:36.497'}]",2025,7,Emilia Romagna Grand Prix,2025-05-18,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy
2,"[{'driverId': 'max_verstappen', 'position': '1', 'time': '1:21.131'}, {'driverId': 'piastri', 'position': '2', 'time': '1:21.601'}, {'driverId': 'russell', 'position': '3', 'time': '1:21.596'}, {'driverId': 'norris', 'position': '4', 'time': '1:21.819'}, {'driverId': 'alonso', 'position': '5', 'time': '1:22.150'}, {'driverId': 'sainz', 'position': '6', 'time': '1:22.200'}, {'driverId': 'albon', 'position': '7', 'time': '1:22.323'}, {'driverId': 'stroll', 'position': '8', 'time': '1:22.497'}, {'driverId': 'gasly', 'position': '9', 'time': '1:22.771'}, {'driverId': 'leclerc', 'position': '10', 'time': '1:22.899'}]",2025,7,Emilia Romagna Grand Prix,2025-05-18,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy
1,"[{'driverId': 'norris', 'position': '1', 'time': '1:23.340'}, {'driverId': 'leclerc', 'position': '2', 'time': '1:24.481'}, {'driverId': 'piastri', 'position': '3', 'time': '1:26.141'}, {'driverId': 'max_verstappen', 'position': '4', 'time': '1:27.020'}, {'driverId': 'hadjar', 'position': '5', 'time': '1:27.567'}, {'driverId': 'alonso', 'position': '6', 'time': '1:28.332'}, {'driverId': 'hamilton', 'position': '7', 'time': '1:29.406'}, {'driverId': 'ocon', 'position': '8', 'time': '1:29.926'}, {'driverId': 'lawson', 'position': '9', 'time': '1:30.523'}, {'driverId': 'albon', 'position': '10', 'time': '1:31.479'}, {'driverId': 'sainz', 'position': '11', 'time': '1:32.413'}, {'driverId': 'hulkenberg', 'position': '12', 'time': '1:32.788'}, {'driverId': 'russell', 'position': '13', 'time': '1:34.077'}, {'driverId': 'antonelli', 'position': '14', 'time': '1:34.721'}, {'driverId': 'colapinto', 'position': '15', 'time': '1:36.577'}, {'driverId': 'stroll', 'position': '16', 'time': '1:38.018'}, {'driverId': 'tsunoda', 'position': '17', 'time': '1:50.476'}, {'driverId': 'gasly', 'position': '18', 'time': '1:52.223'}, {'driverId': 'bearman', 'position': '19', 'time': '2:19.932'}, {'driverId': 'bortoleto', 'position': '20', 'time': '2:25.564'}]",2025,8,Monaco Grand Prix,2025-05-25,monaco,Circuit de Monaco,Monte-Carlo,Monaco
2,"[{'driverId': 'norris', 'position': '1', 'time': '1:44.634'}, {'driverId': 'leclerc', 'position': '2', 'time': '1:44.769'}, {'driverId': 'piastri', 'position': '3', 'time': '1:46.466'}, {'driverId': 'max_verstappen', 'position': '4', 'time': '1:46.318'}, {'driverId': 'hadjar', 'position': '5', 'time': '1:46.692'}, {'driverId': 'alonso', 'position': '6', 'time': '1:47.072'}, {'driverId': 'hamilton', 'position': '7', 'time': '1:51.437'}, {'driverId': 'ocon', 'position': '8', 'time': '1:51.527'}, {'driverId': 'lawson', 'position': '9', 'time': '1:52.308'}, {'driverId': 'albon', 'position': '10', 'time': '1:52.152'}]",2025,8,Monaco Grand Prix,2025-05-25,monaco,Circuit de Monaco,Monte-Carlo,Monaco
1,"[{'driverId': 'piastri', 'position': '1', 'time': '1:22.879'}, {'driverId': 'max_verstappen', 'position': '2', 'time': '1:23.696'}, {'driverId': 'norris', 'position': '3', 'time': '1:24.658'}, {'driverId': 'hamilton', 'position': '4', 'time': '1:25.349'}, {'driverId': 'leclerc', 'position': '5', 'time': '1:26.275'}, {'driverId': 'russell', 'position': '6', 'time': '1:26.617'}, {'driverId': 'antonelli', 'position': '7', 'time': '1:27.381'}, {'driverId': 'gasly', 'position': '8', 'time': '1:27.934'}, {'driverId': 'hadjar', 'position': '9', 'time': '1:28.411'}, {'driverId': 'alonso', 'position': '10', 'time': '1:28.761'}, {'driverId': 'hulkenberg', 'position': '11', 'time': '1:28.901'}, {'driverId': 'bortoleto', 'position': '12', 'time': '1:29.360'}, {'driverId': 'lawson', 'position': '13', 'time': '1:29.953'}, {'driverId': 'albon', 'position': '14', 'time': '1:30.384'}, {'driverId': 'bearman', 'position': '15', 'time': '1:30.837'}, {'driverId': 'ocon', 'position': '16', 'time': '1:31.228'}, {'driverId': 'sainz', 'position': '17', 'time': '1:31.809'}, {'driverId': 'colapinto', 'position': '18', 'time': '1:32.318'}, {'driverId': 'tsunoda', 'position': '19', 'time': '1:33.614'}]",2025,9,Spanish Grand Prix,2025-06-01,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain
2,"[{'driverId': 'piastri', 'position': '1', 'time': '1:20.211'}, {'driverId': 'max_verstappen', 'position': '2', 'time': '1:20.083'}, {'driverId': 'norris', 'position': '3', 'time': '1:20.904'}, {'driverId': 'hamilton', 'position': '4', 'time': '1:21.368'}, {'driverId': 'leclerc', 'position': '5', 'time': '1:21.421'}, {'driverId': 'russell', 'position': '6', 'time': '1:21.564'}, {'driverId': 'antonelli', 'position': '7', 'time': '1:22.112'}, {'driverId': 'gasly', 'position': '8', 'time': '1:22.663'}, {'driverId': 'hadjar', 'position': '9', 'time': '1:22.858'}, {'driverId': 'hulkenberg', 'position': '10', 'time': '1:22.812'}, {'driverId': 'alonso', 'position': '11', 'time': '1:23.387'}]",2025,9,Spanish Grand Prix,2025-06-01,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain
1,"[{'driverId': 'russell', 'position': '1', 'time': '1:21.852'}, {'driverId': 'max_verstappen', 'position': '2', 'time': '1:22.549'}, {'driverId': 'antonelli', 'position': '3', 'time': '1:23.319'}, {'driverId': 'piastri', 'position': '4', 'time': '1:23.939'}, {'driverId': 'hamilton', 'position': '5', 'time': '1:24.695'}, {'driverId': 'alonso', 'position': '6', 'time': '1:25.331'}, {'driverId': 'norris', 'position': '7', 'time': '1:25.741'}, {'driverId': 'leclerc', 'position': '8', 'time': '1:26.330'}, {'driverId': 'hulkenberg', 'position': '9', 'time': '1:27.961'}, {'driverId': 'colapinto', 'position': '10', 'time': '1:28.837'}, {'driverId': 'hadjar', 'position': '11', 'time': '1:29.263'}, {'driverId': 'albon', 'position': '12', 'time': '1:29.443'}, {'driverId': 'bearman', 'position': '13', 'time': '1:29.938'}, {'driverId': 'ocon', 'position': '14', 'time': '1:30.156'}, {'driverId': 'bortoleto', 'position': '15', 'time': '1:30.643'}, {'driverId': 'sainz', 'position': '16', 'time': '1:30.973'}, {'driverId': 'tsunoda', 'position': '17', 'time': '1:31.334'}, {'driverId': 'stroll', 'position': '18', 'time': '1:31.602'}, {'driverId': 'lawson', 'position': '19', 'time': '1:33.298'}, {'driverId': 'gasly', 'position': '20', 'time': '1:34.327'}]",2025,10,Canadian Grand Prix,2025-06-15,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada
2,"[{'driverId': 'russell', 'position': '1', 'time': '1:16.437'}, {'driverId': 'max_verstappen', 'position': '2', 'time': '1:16.418'}, {'driverId': 'antonelli', 'position': '3', 'time': '1:16.584'}, {'driverId': 'piastri', 'position': '4', 'time': '1:17.510'}, {'driverId': 'hamilton', 'position': '5', 'time': '1:17.320'}, {'driverId': 'alonso', 'position': '6', 'time': '1:17.402'}, {'driverId': 'norris', 'position': '7', 'time': '1:17.686'}, {'driverId': 'leclerc', 'position': '8', 'time': '1:17.784'}, {'driverId': 'hulkenberg', 'position': '9', 'time': '1:17.872'}, {'driverId': 'colapinto', 'position': '10', 'time': '1:18.477'}]",2025,10,Canadian Grand Prix,2025-06-15,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada
1,"[{'driverId': 'norris', 'position': '1', 'time': '1:28.861'}, {'driverId': 'piastri', 'position': '2', 'time': '1:30.706'}, {'driverId': 'leclerc', 'position': '3', 'time': '1:34.202'}, {'driverId': 'hamilton', 'position': '4', 'time': '1:36.740'}, {'driverId': 'russell', 'position': '5', 'time': '1:37.687'}, {'driverId': 'gasly', 'position': '6', 'time': '1:40.322'}, {'driverId': 'albon', 'position': '7', 'time': '1:42.177'}, {'driverId': 'bortoleto', 'position': '8', 'time': '1:42.691'}, {'driverId': 'lawson', 'position': '9', 'time': '1:44.886'}, {'driverId': 'alonso', 'position': '10', 'time': '1:45.927'}, {'driverId': 'colapinto', 'position': '11', 'time': '1:47.783'}, {'driverId': 'bearman', 'position': '12', 'time': '1:49.434'}, {'driverId': 'stroll', 'position': '13', 'time': '1:50.757'}, {'driverId': 'ocon', 'position': '14', 'time': '1:51.782'}, {'driverId': 'tsunoda', 'position': '15', 'time': '1:54.268'}, {'driverId': 'hadjar', 'position': '16', 'time': '1:57.087'}, {'driverId': 'hulkenberg', 'position': '17', 'time': '1:58.625'}]",2025,11,Austrian Grand Prix,2025-06-29,red_bull_ring,Red Bull Ring,Spielberg,Austria
2,"[{'driverId': 'norris', 'position': '1', 'time': '1:54.426'}, {'driverId': 'piastri', 'position': '2', 'time': '1:53.508'}, {'driverId': 'leclerc', 'position': '3', 'time': '1:51.532'}, {'driverId': 'hamilton', 'position': '4', 'time': '1:50.441'}, {'driverId': 'russell', 'position': '5', 'time': '1:51.333'}, {'driverId': 'gasly', 'position': '6', 'time': '1:50.256'}, {'driverId': 'albon', 'position': '7', 'time': '1:49.602'}, {'driverId': 'bortoleto', 'position': '8', 'time': '1:49.849'}, {'driverId': 'lawson', 'position': '9', 'time': '1:48.551'}, {'driverId': 'alonso', 'position': '10', 'time': '1:48.453'}, {'driverId': 'colapinto', 'position': '11', 'time': '1:47.447'}, {'driverId': 'bearman', 'position': '12', 'time': '1:47.141'}, {'driverId': 'stroll', 'position': '13', 'time': '1:47.622'}]",2025,11,Austrian Grand Prix,2025-06-29,red_bull_ring,Red Bull Ring,Spielberg,Austria
1,"[{'driverId': 'max_verstappen', 'position': '1', 'time': '1:45.820'}, {'driverId': 'piastri', 'position': '2', 'time': '1:46.554'}, {'driverId': 'norris', 'position': '3', 'time': '1:48.196'}, {'driverId': 'hamilton', 'position': '4', 'time': '1:48.827'}, {'driverId': 'gasly', 'position': '5', 'time': '1:49.058'}, {'driverId': 'alonso', 'position': '6', 'time': '1:50.468'}, {'driverId': 'sainz', 'position': '7', 'time': '1:51.254'}, {'driverId': 'antonelli', 'position': '8', 'time': '1:51.613'}, {'driverId': 'albon', 'position': '9', 'time': '1:52.180'}, {'driverId': 'tsunoda', 'position': '10', 'time': '1:52.897'}, {'driverId': 'hulkenberg', 'position': '11', 'time': '1:53.433'}, {'driverId': 'stroll', 'position': '12', 'time': '1:54.213'}, {'driverId': 'ocon', 'position': '13', 'time': '1:54.646'}, {'driverId': 'russell', 'position': '14', 'time': '2:10.567'}, {'driverId': 'leclerc', 'position': '15', 'time': '2:11.978'}, {'driverId': 'hadjar', 'position': '16', 'time': '2:13.171'}, {'driverId': 'bortoleto', 'position': '17', 'time': '2:15.202'}, {'driverId': 'bearman', 'position': '18', 'time': '2:16.342'}]",2025,12,British Grand Prix,2025-07-06,silverstone,Silverstone Circuit,Silverstone,UK
2,"[{'driverId': 'max_verstappen', 'position': '1', 'time': '2:15.598'}, {'driverId': 'piastri', 'position': '2', 'time': '2:15.131'}, {'driverId': 'norris', 'position': '3', 'time': '2:16.245'}, {'driverId': 'antonelli', 'position': '4', 'time': '2:13.229'}, {'driverId': 'hamilton', 'position': '5', 'time': '2:17.611'}, {'driverId': 'gasly', 'position': '6', 'time': '2:18.221'}, {'driverId': 'alonso', 'position': '7', 'time': '2:17.676'}, {'driverId': 'sainz', 'position': '8', 'time': '2:18.077'}, {'driverId': 'albon', 'position': '9', 'time': '2:18.765'}, {'driverId': 'tsunoda', 'position': '10', 'time': '2:18.902'}, {'driverId': 'hulkenberg', 'position': '11', 'time': '2:19.630'}, {'driverId': 'stroll', 'position': '12', 'time': '2:19.999'}]",2025,12,British Grand Prix,2025-07-06,silverstone,Silverstone Circuit,Silverstone,UK
1,"[{'driverId': 'norris', 'position': '1', 'time': '3:04.619'}, {'driverId': 'piastri', 'position': '2', 'time': '3:05.558'}, {'driverId': 'leclerc', 'position': '3', 'time': '3:08.456'}, {'driverId': 'max_verstappen', 'position': '4', 'time': '3:10.061'}, {'driverId': 'albon', 'position': '5', 'time': '3:11.296'}, {'driverId': 'russell', 'position': '6', 'time': '3:13.707'}, {'driverId': 'tsunoda', 'position': '7', 'time': '3:15.676'}, {'driverId': 'hadjar', 'position': '8', 'time': '3:16.869'}, {'driverId': 'lawson', 'position': '9', 'time': '3:18.369'}, {'driverId': 'bortoleto', 'position': '10', 'time': '3:19.512'}, {'driverId': 'ocon', 'position': '11', 'time': '3:21.517'}, {'driverId': 'bearman', 'position': '12', 'time': '3:21.972'}, {'driverId': 'gasly', 'position': '13', 'time': '3:24.447'}, {'driverId': 'hulkenberg', 'position': '14', 'time': '3:26.488'}, {'driverId': 'colapinto', 'position': '15', 'time': '3:27.440'}, {'driverId': 'stroll', 'position': '16', 'time': '3:29.116'}, {'driverId': 'sainz', 'position': '17', 'time': '3:31.318'}, {'driverId': 'hamilton', 'position': '18', 'time': '3:33.712'}, {'driverId': 'antonelli', 'position': '19', 'time': '3:36.399'}, {'driverId': 'alonso', 'position': '20', 'time': '3:38.679'}]",2025,13,Belgian Grand Prix,2025-07-27,spa,Circuit de Spa-Francorchamps,Spa,Belgium
2,"[{'driverId': 'norris', 'position': '1', 'time': '2:53.581'}, {'driverId': 'piastri', 'position': '2', 'time': '2:54.449'}, {'driverId': 'leclerc', 'position': '3', 'time': '2:53.653'}, {'driverId': 'max_verstappen', 'position': '4', 'time': '2:53.359'}, {'driverId': 'albon', 'position': '5', 'time': '2:53.532'}, {'driverId': 'russell', 'position': '6', 'time': '2:52.584'}, {'driverId': 'tsunoda', 'position': '7', 'time': '2:53.033'}, {'driverId': 'hadjar', 'position': '8', 'time': '2:53.453'}, {'driverId': 'lawson', 'position': '9', 'time': '2:52.952'}, {'driverId': 'bortoleto', 'position': '10', 'time': '2:52.493'}]",2025,13,Belgian Grand Prix,2025-07-27,spa,Circuit de Spa-Francorchamps,Spa,Belgium
1,"[{'driverId': 'leclerc', 'position': '1', 'time': '1:27.394'}, {'driverId': 'piastri', 'position': '2', 'time': '1:28.020'}, {'driverId': 'russell', 'position': '3', 'time': '1:28.502'}, {'driverId': 'alonso', 'position': '4', 'time': '1:29.539'}, {'driverId': 'norris', 'position': '5', 'time': '1:30.120'}, {'driverId': 'bortoleto', 'position': '6', 'time': '1:30.735'}, {'driverId': 'stroll', 'position': '7', 'time': '1:31.307'}, {'driverId': 'lawson', 'position': '8', 'time': '1:31.895'}, {'driverId': 'max_verstappen', 'position': '9', 'time': '1:32.368'}, {'driverId': 'bearman', 'position': '10', 'time': '1:32.930'}, {'driverId': 'hadjar', 'position': '11', 'time': '1:33.477'}, {'driverId': 'sainz', 'position': '12', 'time': '1:33.954'}, {'driverId': 'antonelli', 'position': '13', 'time': '1:34.415'}, {'driverId': 'hamilton', 'position': '14', 'time': '1:34.988'}, {'driverId': 'ocon', 'position': '15', 'time': '1:35.396'}, {'driverId': 'albon', 'position': '16', 'time': '1:36.000'}, {'driverId': 'hulkenberg', 'position': '17', 'time': '1:36.304'}, {'driverId': 'colapinto', 'position': '18', 'time': '1:36.986'}, {'driverId': 'gasly', 'position': '19', 'time': '1:37.210'}, {'driverId': 'tsunoda', 'position': '20', 'time': '1:37.737'}]",2025,14,Hungarian Grand Prix,2025-08-03,hungaroring,Hungaroring,Budapest,Hungary
